Order Date	Order ID	Quantity	Customer Name	Segment	Product Name	Category	Manufacturer	City	State	Region	Ship Date	Ship Mode	Discount	Profit	Profit Ratio	Sales
3/1/2015	CA-2015-104269	2	Dave Brooks	Consumer	Global Deluxe High-Back Manager's Chair	Furniture	Global	Seattle	Washington	West	3/7/2015	Second Class	20.00%	$51.00	11.00%	$458.00
3/1/2015	CA-2015-104283	1	Liz MacKendrick	Consumer	KI Adjustable-Height Table	Furniture	KI	Southaven	Mississippi	South	3/11/2015	Standard Class	0.00%	$22.00	26.00%	$86.00
3/1/2015	CA-2015-104283	4	Liz MacKendrick	Consumer	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	Technology	Sony	Southaven	Mississippi	South	3/11/2015	Standard Class	0.00%	$54.00	24.00%	$224.00
3/1/2015	CA-2015-104283	5	Liz MacKendrick	Consumer	SAFCO Commercial Wire Shelving, 72h	Office Supplies	SAFCO	Southaven	Mississippi	South	3/11/2015	Standard Class	0.00%	$0.00	0.00%	$306.00
3/1/2015	CA-2015-104402	3	Duane Benoit	Consumer	Texas Instruments TI-34 Scientific Calculator	Technology	Texas Instruments	Newark	Delaware	East	3/7/2015	Standard Class	0.00%	$31.00	47.00%	$66.00
3/2/2015	CA-2015-104472	3	Christine Kargatis	Home Office	GBC Standard Therm-A-Bind Covers	Office Supplies	GBC	Orem	Utah	West	3/5/2015	Standard Class	20.00%	$19.00	33.00%	$60.00
3/2/2015	CA-2015-104472	6	Christine Kargatis	Home Office	Aluminum Document Frame	Furniture	Other	Orem	Utah	West	3/5/2015	Standard Class	0.00%	$22.00	30.00%	$73.00
3/2/2015	CA-2015-104563	5	Craig Molinari	Corporate	Newell Chalk Holder	Office Supplies	Newell	Seattle	Washington	West	3/12/2015	Standard Class	0.00%	$9.00	46.00%	$21.00
3/2/2015	CA-2015-104563	5	Craig Molinari	Corporate	Contico 72"H Heavy-Duty Storage System	Office Supplies	Other	Seattle	Washington	West	3/12/2015	Standard Class	0.00%	$0.00	0.00%	$205.00
3/3/2015	CA-2015-104563	6	Craig Molinari	Corporate	Office Star - Task Chair with Contemporary Loop Arms	Furniture	Office Star	Seattle	Washington	West	3/12/2015	Standard Class	20.00%	$22.00	5.00%	$437.00
3/3/2015	CA-2015-104563	2	Craig Molinari	Corporate	Global Leather and Oak Executive Chair, Black	Furniture	Global	Seattle	Washington	West	3/12/2015	Standard Class	20.00%	$54.00	11.00%	$482.00
3/3/2015	CA-2015-104738	3	Stefania Perrino	Corporate	Acco Hanging Data Binders	Office Supplies	Acco	Laredo	Texas	Central	3/10/2015	Second Class	80.00%	-$4.00	-160.00%	$2.00
3/3/2015	CA-2015-104738	3	Stefania Perrino	Corporate	Fashion Color Clasp Envelopes	Office Supplies	Other	Laredo	Texas	Central	3/10/2015	Second Class	20.00%	$5.00	36.00%	$13.00
3/3/2015	CA-2015-104738	2	Stefania Perrino	Corporate	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	Technology	Logitech	Laredo	Texas	Central	3/10/2015	Second Class	20.00%	$14.00	30.00%	$48.00
3/3/2015	CA-2015-104738	2	Stefania Perrino	Corporate	Plantronics CS 50-USB - headset - Convertible, Monaural	Technology	Plantronics	Laredo	Texas	Central	3/10/2015	Second Class	20.00%	$19.00	9.00%	$218.00
3/3/2015	CA-2015-104738	3	Stefania Perrino	Corporate	AT&T 1080 Corded phone	Technology	AT&T	Laredo	Texas	Central	3/10/2015	Second Class	20.00%	$29.00	9.00%	$329.00
3/3/2015	CA-2015-104773	2	Thomas Boland	Corporate	Companion Letter/Legal File, Black	Office Supplies	Other	Houston	Texas	Central	3/12/2015	Standard Class	20.00%	$6.00	10.00%	$60.00
3/3/2015	CA-2015-104780	8	Bradley Talbott	Home Office	4009 Highlighters by Sanford	Office Supplies	Other	San Diego	California	West	3/5/2015	Standard Class	0.00%	$11.00	33.00%	$32.00
3/4/2015	CA-2015-104808	2	Mark Haberlin	Corporate	GBC Standard Recycled Report Covers, Clear Plastic Sheets	Office Supplies	GBC	Escondido	California	West	3/5/2015	Second Class	20.00%	$6.00	35.00%	$17.00
3/4/2015	CA-2015-104829	7	John Grady	Corporate	Adams "While You Were Out" Message Pads	Office Supplies	Adams	Provo	Utah	West	3/6/2015	Second Class	0.00%	$10.00	45.00%	$22.00
3/5/2015	CA-2015-104976	6	Cyma Kinney	Corporate	Xerox 1987	Office Supplies	Xerox	San Francisco	California	West	3/8/2015	Standard Class	0.00%	$17.00	49.00%	$35.00
3/5/2015	CA-2015-105165	2	Sam Zeldin	Home Office	Angle-D Binders with Locking Rings, Label Holders	Office Supplies	Angle-D	Houston	Texas	Central	3/6/2015	First Class	80.00%	-$5.00	-165.00%	$3.00
3/5/2015	CA-2015-105165	3	Sam Zeldin	Home Office	Dixon Ticonderoga Core-Lock Colored Pencils	Office Supplies	Dixon	Houston	Texas	Central	3/6/2015	First Class	20.00%	$4.00	16.00%	$22.00
3/5/2015	CA-2015-105165	4	Sam Zeldin	Home Office	Belkin Standard 104 key USB Keyboard	Technology	Belkin	Houston	Texas	Central	3/6/2015	First Class	20.00%	-$3.00	-6.00%	$47.00
3/5/2015	CA-2015-105165	3	Sam Zeldin	Home Office	Panasonic KX TS3282B Corded phone	Technology	Panasonic	Houston	Texas	Central	3/6/2015	First Class	20.00%	$15.00	8.00%	$197.00
3/7/2015	CA-2015-105165	1	Sam Zeldin	Home Office	Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer	Furniture	Riverside	Houston	Texas	Central	3/7/2015	First Class	30.00%	-$23.00	-11.00%	$201.00
3/7/2015	CA-2015-105172	6	Paul Knutson	Home Office	Avery 518	Office Supplies	Avery	San Francisco	California	West	3/17/2015	Standard Class	0.00%	$9.00	48.00%	$19.00
3/7/2015	CA-2015-105249	2	Duane Huffman	Home Office	Staple remover	Office Supplies	Staple remover	San Francisco	California	West	3/7/2015	Same Day	0.00%	$0.00	2.00%	$7.00
3/7/2015	CA-2015-105249	4	Duane Huffman	Home Office	Avery 489	Office Supplies	Avery	San Francisco	California	West	3/7/2015	Same Day	0.00%	$20.00	48.00%	$41.00
3/7/2015	CA-2015-105249	4	Duane Huffman	Home Office	Sauder Camden County Barrister Bookcase, Planked Cherry Finish	Furniture	Sauder	San Francisco	California	West	3/7/2015	Same Day	15.00%	-$5.00	-1.00%	$411.00
3/7/2015	CA-2015-105270	3	Arthur Prichep	Consumer	50 Colored Long Pencils	Office Supplies	Other	Los Angeles	California	West	3/9/2015	Standard Class	0.00%	$8.00	26.00%	$30.00
3/7/2015	CA-2015-105270	1	Arthur Prichep	Consumer	Hon Olson Stacker Stools	Furniture	Hon	Los Angeles	California	West	3/9/2015	Standard Class	20.00%	$11.00	10.00%	$113.00
3/7/2015	CA-2015-105340	1	Evan Henry	Consumer	Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges	Office Supplies	Wilson Jones	Pasadena	Texas	Central	3/13/2015	First Class	80.00%	-$11.00	-160.00%	$7.00
3/10/2015	CA-2015-105417	7	Vivek Sundaresam	Consumer	Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"	Office Supplies	Acco	Huntsville	Texas	Central	3/22/2015	Standard Class	80.00%	-$18.00	-175.00%	$10.00
3/10/2015	CA-2015-105417	3	Vivek Sundaresam	Consumer	Howard Miller 14-1/2" Diameter Chrome Round Wall Clock	Furniture	Howard Miller	Huntsville	Texas	Central	3/22/2015	Standard Class	60.00%	-$54.00	-70.00%	$77.00
3/10/2015	CA-2015-105648	3	Eva Jacobs	Consumer	Bevis Oval Conference Table, Walnut	Furniture	Bevis	San Diego	California	West	3/21/2015	Standard Class	20.00%	-$23.00	-4.00%	$626.00
3/11/2015	CA-2015-105872	4	James Galang	Consumer	Wilson Jones Legal Size Ring Binders	Office Supplies	Wilson Jones	New York City	New York	East	3/12/2015	Standard Class	20.00%	$26.00	38.00%	$70.00
3/11/2015	CA-2015-105893	6	Pete Kriz	Consumer	Stur-D-Stor Shelving, Vertical 5-Shelf: 72"H x 36"W x 18 1/2"D	Office Supplies	Other	Madison	Wisconsin	Central	3/12/2015	Standard Class	0.00%	$13.00	2.00%	$666.00
3/11/2015	CA-2015-105984	3	Muhammed Yedwab	Corporate	Global Executive Mid-Back Manager's Chair	Furniture	Global	Columbus	Ohio	East	3/11/2015	Same Day	30.00%	-$35.00	-6.00%	$611.00
3/11/2015	CA-2015-105984	5	Muhammed Yedwab	Corporate	Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)	Technology	Samsung	Columbus	Ohio	East	3/11/2015	Same Day	40.00%	-$210.00	-20.00%	$1,050.00
3/11/2015	CA-2015-106054	3	Jack O'Briant	Corporate	Dixon Prang Watercolor Pencils, 10-Color Set with Brush	Office Supplies	Dixon	Athens	Georgia	South	3/13/2015	First Class	0.00%	$5.00	41.00%	$13.00
3/11/2015	CA-2015-106229	3	Nick Radford	Consumer	Bevis Round Conference Table Top, X-Base	Furniture	Bevis	Aurora	Illinois	Central	3/21/2015	Second Class	50.00%	-$210.00	-78.00%	$269.00
3/11/2015	CA-2015-106264	2	Clytie Kelty	Consumer	Eldon Regeneration Recycled Desk Accessories, Smoke	Furniture	Eldon	San Diego	California	West	3/19/2015	Standard Class	0.00%	$1.00	32.00%	$3.00
3/11/2015	CA-2015-106264	3	Clytie Kelty	Consumer	Acme Rosewood Handle Letter Opener	Office Supplies	Acme	San Diego	California	West	3/19/2015	Standard Class	0.00%	$0.00	1.00%	$12.00
3/14/2015	CA-2015-106376	4	Brendan Sweed	Corporate	netTALK DUO VoIP Telephone Service	Technology	Other	Gilbert	Arizona	West	3/20/2015	Standard Class	20.00%	$63.00	38.00%	$168.00
3/14/2015	CA-2015-106376	8	Brendan Sweed	Corporate	Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige	Office Supplies	Hunt	Gilbert	Arizona	West	3/20/2015	Standard Class	20.00%	$111.00	10.00%	$1,113.00
3/14/2015	CA-2015-106439	3	Greg Guthrie	Corporate	Staples	Office Supplies	Other	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$5.00	46.00%	$11.00
3/14/2015	CA-2015-106439	3	Greg Guthrie	Corporate	Newell 325	Office Supplies	Newell	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$4.00	30.00%	$12.00
3/14/2015	CA-2015-106439	2	Greg Guthrie	Corporate	Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"	Office Supplies	Avery	Los Angeles	California	West	3/15/2015	Standard Class	20.00%	$5.00	34.00%	$16.00
3/14/2015	CA-2015-106439	3	Greg Guthrie	Corporate	Fellowes Twister Kit, Gray/Clear, 3/pkg	Office Supplies	Fellowes	Los Angeles	California	West	3/15/2015	Standard Class	20.00%	$6.00	31.00%	$19.00
3/14/2015	CA-2015-106439	13	Greg Guthrie	Corporate	Xerox 1952	Office Supplies	Xerox	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$30.00	47.00%	$65.00
3/14/2015	CA-2015-106439	5	Greg Guthrie	Corporate	Letter/Legal File Tote with Clear Snap-On Lid, Black Granite	Office Supplies	Other	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$21.00	26.00%	$80.00
3/14/2015	CA-2015-106439	3	Greg Guthrie	Corporate	Novimex Fabric Task Chair	Furniture	Novimex	Los Angeles	California	West	3/15/2015	Standard Class	20.00%	-$9.00	-6.00%	$146.00
3/14/2015	CA-2015-106439	9	Greg Guthrie	Corporate	Maxell LTO Ultrium - 800 GB	Technology	Maxell	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$48.00	19.00%	$252.00
3/14/2015	CA-2015-106439	4	Greg Guthrie	Corporate	Tennsco Regal Shelving Units	Office Supplies	Tennsco	Los Angeles	California	West	3/15/2015	Standard Class	0.00%	$12.00	3.00%	$406.00
3/15/2015	CA-2015-106572	2	Nora Preis	Consumer	Economy Rollaway Files	Office Supplies	Other	Bowling Green	Ohio	East	3/19/2015	Standard Class	20.00%	$20.00	8.00%	$264.00
3/15/2015	CA-2015-106719	2	Robert Barroso	Corporate	SlimView Poly Binder, 3/8"	Office Supplies	Other	Billings	Montana	West	3/15/2015	Same Day	20.00%	$3.00	33.00%	$8.00
3/15/2015	CA-2015-106726	7	Roland Schwarz	Corporate	Standard Rollaway File with Lock	Office Supplies	Standard	Los Angeles	California	West	3/20/2015	First Class	0.00%	$328.00	26.00%	$1,261.00
3/15/2015	CA-2015-106803	2	Debra Catini	Consumer	Recycled Eldon Regeneration Jumbo File	Office Supplies	Other	Cottage Grove	Minnesota	Central	3/23/2015	Standard Class	0.00%	$7.00	28.00%	$25.00
3/15/2015	CA-2015-106803	4	Debra Catini	Consumer	Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...	Technology	Imation	Cottage Grove	Minnesota	Central	3/23/2015	Standard Class	0.00%	$48.00	40.00%	$120.00
3/16/2015	CA-2015-106810	2	Anthony Johnson	Corporate	Electrix Halogen Magnifier Lamp	Furniture	Electrix	Saint Petersburg	Florida	South	3/26/2015	Standard Class	20.00%	$23.00	8.00%	$311.00
3/17/2015	CA-2015-106971	7	Bryan Mills	Consumer	Logitech Gaming G510s - Keyboard	Technology	Logitech	Buffalo Grove	Illinois	Central	3/21/2015	Standard Class	20.00%	$95.00	20.00%	$476.00
3/17/2015	CA-2015-107139	6	Dennis Pardue	Home Office	Vinyl Sectional Post Binders	Office Supplies	Other	Los Angeles	California	West	3/27/2015	Standard Class	20.00%	$68.00	38.00%	$181.00
3/17/2015	CA-2015-107153	3	George Zrebassa	Corporate	Decoflex Hanging Personal Folder File, Blue	Office Supplies	Decoflex	Lawrence	Massachusetts	East	3/26/2015	Standard Class	0.00%	$12.00	27.00%	$46.00
3/17/2015	CA-2015-107181	4	Deborah Brumfield	Home Office	Message Book, Standard Line "While You Were Out", 5 1/2" X 4", 200 Sets/Book	Office Supplies	Message Book	San Diego	California	West	3/29/2015	Standard Class	0.00%	$16.00	47.00%	$34.00
3/17/2015	CA-2015-107181	3	Deborah Brumfield	Home Office	GBC Recycled Grain Textured Covers	Office Supplies	GBC	San Diego	California	West	3/29/2015	Standard Class	20.00%	$29.00	35.00%	$83.00
3/17/2015	CA-2015-107398	3	Brendan Sweed	Corporate	Insertable Tab Indexes For Data Binders	Office Supplies	Other	Columbus	Ohio	East	3/20/2015	Standard Class	70.00%	-$2.00	-80.00%	$3.00
3/17/2015	CA-2015-107398	4	Brendan Sweed	Corporate	Wilson Jones Custom Binder Spines & Labels	Office Supplies	Wilson Jones	Columbus	Ohio	East	3/20/2015	Standard Class	70.00%	-$5.00	-70.00%	$7.00
3/17/2015	CA-2015-107398	8	Brendan Sweed	Corporate	Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl	Office Supplies	Cardinal	Columbus	Ohio	East	3/20/2015	Standard Class	70.00%	-$17.00	-80.00%	$21.00
3/17/2015	CA-2015-107454	7	Roger Demir	Consumer	Avery 499	Office Supplies	Avery	New York City	New York	East	3/18/2015	Standard Class	0.00%	$16.00	46.00%	$35.00
3/17/2015	CA-2015-107454	6	Roger Demir	Consumer	Tensor Computer Mounted Lamp	Furniture	Tensor	New York City	New York	East	3/18/2015	Standard Class	0.00%	$24.00	27.00%	$89.00
3/17/2015	CA-2015-107524	2	Kristina Nunn	Home Office	Staple envelope	Office Supplies	Staple envelope	New York City	New York	East	3/22/2015	Standard Class	0.00%	$5.00	47.00%	$11.00
3/17/2015	CA-2015-107524	5	Kristina Nunn	Home Office	Array Parchment Paper, Assorted Colors	Office Supplies	Array	New York City	New York	East	3/22/2015	Standard Class	0.00%	$17.00	48.00%	$36.00
3/17/2015	CA-2015-107573	3	Philip Brown	Consumer	Staple envelope	Office Supplies	Staple envelope	Miami	Florida	South	3/22/2015	Standard Class	20.00%	$8.00	33.00%	$23.00
3/17/2015	CA-2015-107594	1	Eric Hoffmann	Consumer	DIXON Ticonderoga Erasable Checking Pencils	Office Supplies	Dixon	Plainfield	New Jersey	East	3/22/2015	Standard Class	0.00%	$2.00	39.00%	$6.00
3/17/2015	CA-2015-107594	2	Eric Hoffmann	Consumer	Logitech B530 USB Headset - headset - Full size, Binaural	Technology	Logitech	Plainfield	New Jersey	East	3/22/2015	Standard Class	0.00%	$20.00	27.00%	$74.00
3/17/2015	CA-2015-107706	3	Shui Tom	Consumer	Memo Book, 100 Message Capacity, 5 3/8” x 11”	Office Supplies	Other	Houston	Texas	Central	3/22/2015	Second Class	20.00%	$6.00	38.00%	$16.00
3/17/2015	CA-2015-107755	7	Cyma Kinney	Corporate	Maxell DVD-RAM Discs	Technology	Maxell	Linden	New Jersey	East	3/18/2015	Standard Class	0.00%	$50.00	43.00%	$115.00
3/17/2015	CA-2015-107769	2	Bill Tyler	Corporate	Digium D40 VoIP phone	Technology	Other	Garden City	Kansas	Central	3/24/2015	Standard Class	0.00%	$75.00	29.00%	$258.00
3/17/2015	CA-2015-107811	5	Laura Armstrong	Corporate	2300 Heavy-Duty Transfer File Systems by Perma	Office Supplies	Other	Memphis	Tennessee	South	3/27/2015	Standard Class	20.00%	-$1.00	-1.00%	$100.00
3/18/2015	CA-2015-107811	2	Laura Armstrong	Corporate	Global Leather Executive Chair	Furniture	Global	Memphis	Tennessee	South	3/27/2015	Standard Class	20.00%	$70.00	13.00%	$562.00
3/18/2015	CA-2015-107818	2	Marc Crier	Consumer	Prang Colored Pencils	Office Supplies	Prang	Pasco	Washington	West	3/21/2015	Standard Class	0.00%	$3.00	45.00%	$6.00
3/18/2015	CA-2015-107818	8	Marc Crier	Consumer	Hunt PowerHouse Electric Pencil Sharpener, Blue	Office Supplies	Hunt	Pasco	Washington	West	3/21/2015	Standard Class	0.00%	$91.00	30.00%	$304.00
3/18/2015	CA-2015-107818	6	Marc Crier	Consumer	Carina Double Wide Media Storage Towers in Natural & Black	Office Supplies	Carina	Pasco	Washington	West	3/21/2015	Standard Class	0.00%	$19.00	4.00%	$486.00
3/18/2015	CA-2015-107818	5	Marc Crier	Consumer	Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back	Furniture	Hon	Pasco	Washington	West	3/21/2015	Standard Class	20.00%	$122.00	13.00%	$976.00
3/18/2015	CA-2015-107916	2	Jennifer Patt	Corporate	G.E. Longer-Life Indoor Recessed Floodlight Bulbs	Furniture	G. E.	Oceanside	New York	East	3/29/2015	First Class	0.00%	$6.00	48.00%	$13.00
3/18/2015	CA-2015-107916	3	Jennifer Patt	Corporate	Wilson Jones 1" Hanging DublLock Ring Binders	Office Supplies	Wilson Jones	Oceanside	New York	East	3/29/2015	First Class	20.00%	$4.00	35.00%	$13.00
3/18/2015	CA-2015-108147	2	Rick Duston	Consumer	Green Canvas Binder for 8-1/2" x 14" Sheets	Office Supplies	Other	Long Beach	New York	East	3/27/2015	Standard Class	20.00%	$26.00	38.00%	$68.00
3/18/2015	CA-2015-108147	6	Rick Duston	Consumer	Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units	Office Supplies	Tennsco	Long Beach	New York	East	3/27/2015	Standard Class	0.00%	$84.00	5.00%	$1,677.00
3/18/2015	CA-2015-108182	2	Delfina Latchford	Consumer	Avery Flip-Chart Easel Binder, Black	Office Supplies	Avery	Romeoville	Illinois	Central	3/20/2015	Second Class	80.00%	-$15.00	-165.00%	$9.00
3/18/2015	CA-2015-108189	2	Erin Smith	Corporate	Staples	Office Supplies	Other	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$1.00	31.00%	$5.00
3/19/2015	CA-2015-108189	1	Erin Smith	Corporate	Kingston Digital DataTraveler 16GB USB 2.0	Technology	Kingston	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$0.00	-1.00%	$7.00
3/19/2015	CA-2015-108189	2	Erin Smith	Corporate	Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4"X8 1/2", 300/Messages	Office Supplies	Adams	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$3.00	36.00%	$9.00
3/19/2015	CA-2015-108189	6	Erin Smith	Corporate	Letter or Legal Size Expandable Poly String Tie Envelopes	Office Supplies	Other	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$5.00	36.00%	$13.00
3/19/2015	CA-2015-108189	2	Erin Smith	Corporate	Stiletto Hand Letter Openers	Office Supplies	Other	Tempe	Arizona	West	3/29/2015	First Class	20.00%	-$3.00	-21.00%	$15.00
3/19/2015	CA-2015-108189	3	Erin Smith	Corporate	Pyle PMP37LED	Technology	Pyle	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$20.00	9.00%	$230.00
3/19/2015	CA-2015-108189	2	Erin Smith	Corporate	Bose SoundLink Bluetooth Speaker	Technology	Other	Tempe	Arizona	West	3/29/2015	First Class	20.00%	$107.00	34.00%	$318.00
3/19/2015	CA-2015-108273	7	Ed Jacobs	Consumer	Xerox 224	Office Supplies	Xerox	Huntsville	Texas	Central	3/31/2015	Standard Class	20.00%	$13.00	35.00%	$36.00
3/21/2015	CA-2015-108273	2	Ed Jacobs	Consumer	Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats	Furniture	Tenex	Huntsville	Texas	Central	3/31/2015	Standard Class	60.00%	-$75.00	-133.00%	$57.00
3/21/2015	CA-2015-108609	8	Anthony Jacobs	Corporate	Hon 94000 Series Round Tables	Furniture	Hon	Lorain	Ohio	East	3/22/2015	Second Class	40.00%	-$735.00	-52.00%	$1,422.00
3/21/2015	CA-2015-108707	2	Daniel Byrd	Home Office	Xerox 210	Office Supplies	Xerox	Fort Lauderdale	Florida	South	4/1/2015	Standard Class	20.00%	$4.00	35.00%	$10.00
3/21/2015	CA-2015-108861	4	Magdelene Morse	Consumer	Green Canvas Binder for 8-1/2" x 14" Sheets	Office Supplies	Other	Seattle	Washington	West	3/30/2015	Standard Class	20.00%	$51.00	38.00%	$137.00
3/21/2015	CA-2015-108903	5	Denny Ordway	Consumer	Convenience Packs of Business Envelopes	Office Supplies	Other	Columbus	Ohio	East	3/21/2015	Same Day	20.00%	$5.00	34.00%	$14.00
3/21/2015	CA-2015-108903	2	Denny Ordway	Consumer	Hunt Boston Vacuum Mount KS Pencil Sharpener	Office Supplies	Hunt	Columbus	Ohio	East	3/21/2015	Same Day	20.00%	$4.00	8.00%	$56.00
3/21/2015	CA-2015-108903	3	Denny Ordway	Consumer	Logitech G105 Gaming Keyboard	Technology	Logitech	Columbus	Ohio	East	3/21/2015	Same Day	20.00%	-$4.00	-3.00%	$142.00
3/21/2015	CA-2015-109043	5	Christine Sundaresam	Consumer	Xerox 1955	Office Supplies	Xerox	Hollywood	Florida	South	4/1/2015	First Class	20.00%	$30.00	33.00%	$91.00
3/21/2015	CA-2015-109043	5	Christine Sundaresam	Consumer	Fellowes Superior 10 Outlet Split Surge Protector	Office Supplies	Fellowes	Hollywood	Florida	South	4/1/2015	First Class	20.00%	$17.00	11.00%	$152.00
3/21/2015	CA-2015-109127	6	John Castell	Consumer	Avery 492	Office Supplies	Avery	Newark	Delaware	East	3/27/2015	Standard Class	0.00%	$8.00	46.00%	$17.00
3/21/2015	CA-2015-109134	6	Deanra Eno	Home Office	OIC Stacking Trays	Furniture	OIC	Los Angeles	California	West	3/30/2015	Standard Class	0.00%	$9.00	44.00%	$20.00
3/22/2015	CA-2015-109218	5	Anthony Rawles	Corporate	BIC Brite Liner Highlighters, Chisel Tip	Office Supplies	BIC	Los Angeles	California	West	3/25/2015	Second Class	0.00%	$10.00	32.00%	$32.00
3/22/2015	CA-2015-109232	6	Natalie DeCherney	Consumer	Global Highback Leather Tilter in Burgundy	Furniture	Global	Mount Pleasant	South Carolina	South	3/26/2015	Second Class	0.00%	$87.00	16.00%	$546.00
3/22/2015	CA-2015-109302	7	Charles Sheldon	Corporate	Performers Binder/Pad Holder, Black	Office Supplies	Other	Lakewood	New Jersey	East	3/29/2015	Standard Class	0.00%	$98.00	50.00%	$196.00
